time.stamp,u   ,v   ,w   ,t   ,q   ,c
 3015.40, -1.01, -3.30, -0.32, 28.04,1211.8137,  23.1783
 3015.50, -0.95, -3.16, -0.25, 28.06,1210.8738,  23.1808
 3015.60, -0.85, -3.21, -0.21, 28.01,1211.1301,  23.1832
 3015.70, -0.78, -3.25, -0.19, 28.01,1211.2156,  23.1795
 3015.80, -0.89, -3.20, -0.28, 28.03,1211.8992,  23.1795
 3015.90, -0.78, -3.17, -0.33, 28.01,1213.2664,  23.1808
 3016.00, -0.83, -3.06, -0.27, 28.04,1213.1809,  23.1771
 3016.10, -0.82, -3.09, -0.28, 27.99,1213.1809,  23.1832
 3016.20, -0.82, -3.00, -0.21, 28.04,1212.5828,  23.1844
 3016.30, -0.77, -2.98, -0.34, 28.04,1212.2410,  23.1832
 3016.40, -0.62, -3.08, -0.39, 28.07,1212.1555,  23.1844
 3016.50, -0.83, -3.09, -0.42, 28.04,1211.1301,  23.1795
 3016.60, -0.71, -2.99, -0.62, 28.03,1211.9846,  23.1820
 3016.70, -0.96, -3.00, -0.66, 28.10,1212.6682,  23.1893
 3016.80, -0.77, -2.87, -0.64, 28.07,1211.6428,  23.1869
 3016.90, -0.73, -2.88, -0.58, 28.11,1211.3010,  23.1820
 3017.00, -0.63, -2.82, -0.66, 28.18,1209.5919,  23.1783
 3017.10, -0.76, -2.87, -0.63, 28.33,1209.7628,  23.1771
 3017.20, -0.79, -2.94, -0.66, 28.24,1210.2756,  23.1771
 3017.30, -0.85, -2.75, -0.68, 28.29,1210.4465,  23.1686
 3017.40, -0.69, -2.87, -0.75, 28.13,1210.6174,  23.1698
 3017.50, -0.84, -3.11, -0.59, 28.21,1211.2156,  23.1612
 3017.60, -0.69, -2.80, -0.73, 28.31,1211.6428,  23.1576
 3017.70, -0.52, -2.87, -0.54, 28.26,1211.9846,  23.1576
 3017.80, -0.63, -2.61, -0.71, 28.32,1211.2156,  23.1588
 3017.90, -0.41, -2.58, -0.78, 28.28,1211.5574,  23.1576
 3018.00, -0.62, -2.67, -0.60, 28.11,1210.9592,  23.1759
 3018.10, -0.60, -2.75, -0.64, 28.08,1211.8992,  23.1759
 3018.20, -0.45, -2.57, -0.71, 28.22,1212.3264,  23.1686
 3018.30, -0.45, -2.55, -0.27, 28.38,1213.0100,  23.1515
 3018.40, -0.59, -2.62, -0.38, 28.75,1212.1555,  23.1624
 3018.50, -0.67, -2.80, -0.30, 28.49,1212.3264,  23.1576
 3018.60, -0.46, -2.32, -0.54, 28.74,1213.1809,  23.1490
 3018.70, -0.72, -2.61, -0.85, 28.40,1216.4281,  23.1087
 3018.80, -0.68, -2.69, -0.52, 28.53,1217.8807,  23.0941
 3018.90, -0.45, -2.77, -0.29, 28.47,1216.5135,  23.1173
 3019.00, -0.75, -3.04, -0.14, 28.50,1216.0009,  23.1161
 3019.10, -0.86, -2.96,  0.05, 28.38,1218.1372,  23.1185
 3019.20, -1.06, -3.03,  0.29, 28.58,1215.4882,  23.1490
 3019.30, -0.83, -3.08,  0.21, 28.78,1219.3335,  23.1209
 3019.40, -1.02, -3.08,  0.22, 28.65,1227.4514,  23.1002
 3019.50, -0.88, -3.34, -0.03, 28.61,1225.2296,  23.1161
 3019.60, -1.11, -3.19, -0.08, 28.57,1236.1675,  23.0538
 3019.70, -1.04, -3.14,  0.24, 28.74,1233.0057,  23.0733
 3019.80, -1.03, -3.25, -0.06, 28.20,1262.0594,  22.9696
 3019.90, -1.10, -3.26, -0.10, 28.22,1235.3984,  23.0782
 3020.00, -1.16, -3.27, -0.23, 28.15,1228.4768,  23.0990
 3020.10, -1.23, -3.37, -0.27, 28.14,1222.6661,  23.1234
 3020.20, -1.14, -3.24, -0.18, 28.20,1215.8300,  23.1527
 3020.30, -1.12, -3.08, -0.22, 28.18,1214.0355,  23.1600
 3020.40, -1.09, -3.12, -0.07, 28.28,1226.0842,  23.1148
 3020.50, -1.17, -3.23, -0.25, 28.20,1216.0863,  23.1490
 3020.60, -1.16, -3.27, -0.32, 28.22,1213.5227,  23.1649
 3020.70, -1.28, -3.23, -0.20, 28.25,1236.0820,  23.0855
 3020.80, -1.27, -3.22, -0.26, 28.26,1223.7770,  23.1319
 3020.90, -1.15, -3.15, -0.17, 28.31,1215.1464,  23.1649
 3021.00, -1.20, -3.32, -0.48, 28.49,1215.5736,  23.1686
 3021.10, -1.18, -3.05, -0.07, 28.88,1214.5482,  23.1576
 3021.20, -1.29, -3.08, -0.24, 28.60,1217.4535,  23.1466
 3021.30, -1.27, -2.99, -0.29, 28.78,1223.9479,  23.1075
 3021.40, -1.29, -3.26, -0.55, 28.61,1238.9874,  23.0526
 3021.50, -1.26, -3.14, -0.29, 28.58,1224.7169,  23.0941
 3021.60, -1.37, -3.06, -0.39, 28.56,1218.5645,  23.1100
 3021.70, -1.21, -3.01, -0.30, 28.63,1218.2227,  23.1124
 3021.80, -1.14, -2.77, -0.17, 28.47,1226.3406,  23.0843
 3021.90, -1.05, -2.67,  0.04, 28.67,1224.8878,  23.1063
 3022.00, -1.19, -2.92, -0.56, 28.49,1234.6294,  23.0697
 3022.10, -1.04, -2.82, -0.42, 28.43,1219.4189,  23.1063
 3022.20, -1.05, -2.52, -0.33, 28.42,1217.1117,  23.1051
 3022.30, -0.97, -2.50, -0.29, 28.29,1216.4281,  23.1087
 3022.40, -0.97, -2.67, -0.26, 28.40,1219.4189,  23.1002
 3022.50, -0.95, -2.26, -0.01, 28.28,1219.5898,  23.1063
 3022.60, -1.18, -2.38,  0.10, 28.33,1215.9154,  23.1173
 3022.70, -1.07, -2.49,  0.06, 28.35,1216.1718,  23.1148
 3022.80, -1.20, -2.57,  0.01, 28.33,1215.4882,  23.1258
 3022.90, -0.93, -2.46,  0.13, 28.68,1213.9500,  23.1454
 3023.00, -1.20, -2.52, -0.03, 28.36,1237.1929,  23.0685
 3023.10, -0.95, -2.40, -0.14, 28.32,1239.2438,  23.0514
 3023.20, -0.99, -2.34,  0.18, 28.47,1319.9103,  22.7645
 3023.30, -1.07, -2.53, -0.02, 28.33,1294.3602,  22.8524
 3023.40, -1.16, -2.75, -0.13, 28.35,1288.2076,  22.8744
 3023.50, -1.04, -2.86, -0.22, 28.35,1233.6893,  23.0758
 3023.60, -1.10, -2.78, -0.35, 28.47,1216.6844,  23.1356
 3023.70, -1.11, -2.89, -0.39, 28.46,1216.0009,  23.1258
 3023.80, -1.17, -2.83, -0.54, 28.51,1222.9225,  23.1075
 3023.90, -1.16, -2.86, -0.59, 28.76,1218.5645,  23.1124
 3024.00, -1.04, -2.83, -0.53, 28.86,1224.8878,  23.0977
 3024.10, -1.10, -2.99, -0.56, 29.00,1243.6873,  23.0257
 3024.20, -1.07, -2.76, -0.57, 29.13,1215.6591,  23.1319
 3024.30, -1.22, -2.53, -0.65, 28.97,1218.0518,  23.1124
 3024.40, -1.20, -2.50, -0.70, 28.93,1216.8553,  23.1173
 3024.50, -1.28, -2.40, -0.59, 28.93,1220.7861,  23.0721
 3024.60, -1.30, -2.40, -0.42, 28.99,1222.2389,  23.0562
 3024.70, -1.31, -2.31, -0.30, 28.95,1223.6061,  23.0514
 3024.80, -1.33, -2.34, -0.10, 28.85,1223.6061,  23.0562
 3024.90, -1.26, -2.35,  0.02, 28.95,1222.6661,  23.0587
 3025.00, -1.28, -2.42,  0.13, 28.86,1224.2042,  23.0501
 3025.10, -1.40, -2.44,  0.35, 28.86,1222.6661,  23.0599
 3025.20, -1.38, -2.42,  0.35, 29.03,1220.7007,  23.0672
 3025.30, -1.61, -2.66,  0.19, 29.03,1224.9733,  23.0672
 3025.40, -1.60, -2.43, -0.06, 28.96,1249.2416,  22.9818
 3025.50, -1.52, -2.44, -0.01, 29.00,1284.4478,  22.8646
 3025.60, -1.69, -2.23, -0.14, 28.97,1296.0692,  22.8145
 3025.70, -1.59, -2.38, -0.14, 28.99,1257.1031,  22.9452
 3025.80, -1.58, -2.25, -0.26, 28.95,1233.6893,  23.0306
 3025.90, -1.83, -2.15, -0.09, 29.04,1246.7635,  22.9854
 3026.00, -1.84, -2.20,  0.15, 29.14,1257.1031,  22.9452
 3026.10, -1.78, -1.89,  0.09, 28.96,1245.9944,  22.9781
 3026.20, -1.48, -1.92, -0.02, 29.00,1231.5531,  23.0257
 3026.30, -1.51, -1.90,  0.22, 28.93,1233.6039,  23.0233
 3026.40, -1.32, -2.04,  0.46, 28.97,1236.7656,  23.0074
 3026.50, -1.46, -2.27,  0.27, 29.00,1227.2805,  23.0392
 3026.60, -1.44, -2.47,  0.33, 29.00,1231.6385,  23.0208
 3026.70, -1.42, -2.39,  0.34, 29.07,1233.5184,  23.0184
 3026.80, -1.48, -2.53,  0.18, 29.00,1235.3130,  23.0172
 3026.90, -1.63, -2.74,  0.09, 28.90,1238.1329,  23.0086
 3027.00, -1.89, -3.03,  0.14, 28.95,1233.6893,  23.0233
 3027.10, -2.10, -2.87, -0.37, 29.13,1232.4076,  23.0257
 3027.20, -1.56, -3.00, -0.26, 29.04,1231.2968,  23.0282
 3027.30, -1.46, -3.32, -0.34, 29.11,1228.4768,  23.0306
 3027.40, -1.73, -3.15, -0.29, 29.39,1230.0149,  23.0294
 3027.50, -2.36, -3.25, -0.45, 29.35,1235.6548,  23.0111
 3027.60, -2.31, -3.65, -0.15, 29.31,1234.4585,  23.0123
 3027.70, -2.40, -3.72, -0.45, 29.31,1237.3638,  22.9989
 3027.80, -2.24, -3.20, -0.24, 29.25,1228.3059,  23.0074
 3027.90, -2.33, -3.40, -0.63, 29.43,1227.7932,  23.0050
 3028.00, -2.13, -3.58, -0.53, 29.29,1227.7932,  23.0062
 3028.10, -2.15, -3.32, -1.04, 29.22,1228.9041,  23.0111
 3028.20, -2.53, -3.25, -0.79, 29.49,1227.4514,  23.0111
 3028.30, -1.91, -3.43, -0.49, 29.47,1226.5969,  23.0086
 3028.40, -2.09, -3.65, -0.37, 29.40,1227.7932,  23.0037
 3028.50, -2.22, -3.57, -0.27, 29.42,1232.4076,  23.0013
 3028.60, -1.67, -3.11,  0.11, 29.54,1233.3475,  22.9879
 3028.70, -2.03, -3.01, -0.46, 29.54,1231.6385,  22.9867
 3028.80, -2.12, -3.05, -0.62, 29.47,1232.8348,  22.9867
 3028.90, -2.83, -3.16, -0.79, 29.38,1242.4910,  22.9610
 3029.00, -2.57, -2.80, -0.89, 29.50,1242.4910,  22.9537
 3029.10, -2.11, -2.72, -0.62, 29.43,1245.0544,  22.9513
 3029.20, -2.36, -2.68, -0.51, 29.46,1242.7473,  22.9720
 3029.30, -2.70, -2.21, -0.24, 29.39,1242.6619,  22.9720
 3029.40, -2.71, -2.42, -0.24, 29.31,1241.2091,  22.9818
 3029.50, -2.67, -2.37,  0.06, 29.31,1231.2968,  23.0135
 3029.60, -2.73, -2.32, -0.03, 29.42,1237.2783,  22.9915
 3029.70, -2.65, -2.20,  0.02, 29.47,1232.9203,  23.0050
 3029.80, -1.99, -2.36,  0.47, 29.56,1236.9365,  22.9915
 3029.90, -2.17, -2.06,  0.29, 29.59,1238.4747,  22.9769
 3030.00, -2.19, -2.20, -0.02, 29.60,1232.2367,  23.0025
 3030.10, -1.96, -2.25, -0.18, 29.54,1234.6294,  22.9806
 3030.20, -1.57, -2.76, -0.36, 29.38,1257.5304,  22.9012
 3030.30, -1.40, -1.96, -0.24, 29.59,1281.2006,  22.8402
 3030.40, -1.34, -2.19, -0.06, 29.59,1268.8101,  22.8841
 3030.50, -1.29, -2.43, -0.32, 29.42,1230.1005,  23.0184
 3030.60, -0.65, -2.69,  0.18, 29.27,1247.8744,  22.9439
 3030.70, -0.97, -3.05, -0.27, 29.13,1247.2762,  22.9549
 3030.80, -1.19, -2.49, -0.48, 29.11,1239.7565,  22.9952
 3030.90, -1.34, -2.45,  0.08, 29.06,1224.2042,  23.0855
 3031.00, -1.21, -2.49, -0.02, 29.00,1231.1259,  23.0343
 3031.10, -1.22, -2.41,  0.16, 29.17,1236.1675,  23.0135
 3031.20, -1.15, -2.86,  0.17, 29.29,1253.6851,  22.9439
 3031.30, -1.01, -3.04,  0.40, 29.36,1254.1979,  22.9439
 3031.40, -1.31, -2.41,  0.26, 29.22,1254.2833,  22.9452
 3031.50, -1.15, -2.88,  0.28, 29.32,1255.3087,  22.9537
 3031.60, -1.01, -2.97,  0.28, 29.40,1266.9302,  22.8951
 3031.70, -1.29, -2.82,  0.57, 29.74,1267.8701,  22.8878
 3031.80, -1.42, -2.51,  0.73, 29.77,1263.6830,  22.9110
 3031.90, -1.40, -2.42,  0.82, 29.82,1272.4845,  22.8719
 3032.00, -2.02, -2.83,  0.27, 30.24,1291.4548,  22.7974
 3032.10, -2.06, -2.81,  0.01, 30.17,1297.1801,  22.7828
 3032.20, -1.93, -2.55,  0.09, 29.96,1292.9929,  22.7950
 3032.30, -1.75, -2.93,  0.05, 30.04,1286.6696,  22.8048
 3032.40, -2.01, -2.73, -0.05, 30.04,1268.0410,  22.8499
 3032.50, -2.11, -2.68,  0.15, 29.85,1274.0226,  22.8267
 3032.60, -1.73, -2.43, -0.08, 29.70,1265.9047,  22.8426
 3032.70, -1.32, -2.53,  0.29, 29.86,1269.7500,  22.8414
 3032.80, -1.25, -3.02,  0.11, 29.78,1263.8539,  22.8695
 3032.90, -1.31, -3.75, -0.09, 29.52,1263.8539,  22.8817
 3033.00, -1.45, -3.13, -0.12, 29.66,1274.8772,  22.8182
 3033.10, -1.82, -3.10, -0.15, 29.86,1278.0389,  22.8377
 3033.20, -2.15, -3.34, -0.45, 30.14,1296.7528,  22.7730
 3033.30, -1.70, -3.31,  0.30, 29.93,1271.2028,  22.8695
 3033.40, -1.30, -3.36,  0.53, 30.23,1290.1731,  22.7889
 3033.50, -1.69, -3.73,  0.59, 30.06,1342.2133,  22.5936
 3033.60, -1.96, -3.38,  0.35, 29.98,1325.8918,  22.6644
 3033.70, -1.93, -3.43,  0.05, 29.71,1356.7400,  22.5618
 3033.80, -1.59, -2.95,  0.02, 29.82,1379.2993,  22.4727
 3033.90, -1.87, -2.65, -0.10, 29.96,1330.9336,  22.6339
 3034.00, -1.87, -2.65, -0.21, 30.13,1279.7479,  22.8292
 3034.10, -1.79, -2.74, -0.43, 29.93,1271.2028,  22.8646
 3034.20, -1.97, -2.67, -0.47, 29.91,1268.4683,  22.8536
 3034.30, -1.37, -3.00,  0.26, 29.85,1261.2903,  22.8988
 3034.40, -1.30, -2.80,  0.52, 29.93,1265.6483,  22.8744
 3034.50, -1.34, -3.02,  0.17, 29.67,1269.7500,  22.8609
 3034.60, -1.70, -3.38, -0.01, 29.36,1281.8842,  22.8109
 3034.70, -1.71, -3.47,  0.04, 28.53,1295.3002,  22.7816
 3034.80, -1.81, -3.44, -0.10, 28.65,1271.7155,  22.8744
 3034.90, -1.56, -3.42, -0.26, 29.40,1226.2551,  23.0636
 3035.00, -1.79, -3.13, -0.19, 30.04,1217.6244,  23.1039
 3035.10, -1.88, -2.58, -0.50, 30.32,1216.5990,  23.1063
 3035.20, -2.25, -3.45, -0.28, 29.82,1252.9160,  22.9268
 3035.30, -2.16, -3.11, -0.47, 29.31,1303.9308,  22.7157
 3035.40, -1.93, -3.26, -0.34, 29.00,1279.1498,  22.8206
 3035.50, -2.56, -3.40, -0.26, 30.30,1243.0037,  22.9976
 3035.60, -2.61, -3.14, -0.12, 30.46,1231.5531,  23.0428
 3035.70, -2.37, -3.12, -0.15, 30.18,1250.7798,  22.9427
 3035.80, -2.24, -3.44,  0.21, 29.68,1295.7274,  22.7755
 3035.90, -2.25, -3.39,  0.22, 29.91,1320.7648,  22.6644
 3036.00, -2.34, -3.31,  0.04, 30.34,1312.9032,  22.7132
 3036.10, -2.83, -3.39,  0.07, 29.89,1297.0946,  22.7657
 3036.20, -2.71, -3.31,  0.15, 29.43,1294.9584,  22.7779
 3036.30, -2.76, -2.93,  0.05, 29.36,1295.1293,  22.7681
 3036.40, -2.54, -2.79,  0.17, 29.45,1276.5862,  22.8438
 3036.50, -2.61, -2.71, -0.02, 29.47,1268.8101,  22.8756
 3036.60, -2.62, -2.80, -0.10, 28.72,1248.1307,  22.9720
 3036.70, -2.68, -2.65, -0.39, 28.40,1258.8123,  22.9183
 3036.80, -2.73, -2.68, -0.37, 28.42,1266.0757,  22.8890
 3036.90, -2.47, -2.50, -0.18, 28.28,1232.4076,  23.0440
 3037.00, -2.46, -2.40,  0.01, 28.40,1215.8300,  23.1246
 3037.10, -2.44, -2.39, -0.06, 28.28,1215.4027,  23.1356
 3037.20, -2.28, -2.61, -0.09, 28.54,1215.0609,  23.1319
 3037.30, -2.33, -2.72, -0.18, 28.40,1216.5135,  23.1136
 3037.40, -2.31, -2.57, -0.21, 28.35,1216.0863,  23.1173
 3037.50, -2.22, -2.67, -0.11, 28.21,1217.3680,  23.1124
 3037.60, -2.16, -2.57, -0.17, 28.17,1215.2318,  23.1319
 3037.70, -2.19, -2.36, -0.09, 28.25,1212.0701,  23.1600
 3037.80, -2.25, -2.43, -0.20, 28.24,1213.0955,  23.1673
 3037.90, -2.16, -2.45, -0.24, 28.15,1212.5828,  23.1612
 3038.00, -2.17, -2.54, -0.34, 28.03,1213.7791,  23.1539
 3038.10, -2.10, -2.51, -0.29, 28.10,1214.5482,  23.1490
 3038.20, -2.10, -2.52, -0.47, 28.15,1213.8645,  23.1527
 3038.30, -2.01, -2.43, -0.40, 28.15,1212.7537,  23.1649
 3038.40, -2.03, -2.33, -0.31, 28.08,1212.6682,  23.1563
 3038.50, -1.82, -2.21, -0.44, 28.04,1212.9246,  23.1686
 3038.60, -1.83, -2.25, -0.20, 28.07,1213.5227,  23.1600
 3038.70, -1.72, -2.13, -0.25, 28.00,1213.6082,  23.1624
 3038.80, -1.68, -2.06, -0.42, 28.11,1213.1809,  23.1576
 3038.90, -1.50, -2.00, -0.33, 28.08,1212.5828,  23.1600
 3039.00, -1.62, -2.03, -0.27, 28.13,1213.0955,  23.1649
 3039.10, -1.68, -2.10, -0.30, 28.20,1213.0955,  23.1600
 3039.20, -1.59, -2.07, -0.63, 28.20,1213.0100,  23.1649
 3039.30, -1.49, -2.10,  0.02, 28.20,1213.0955,  23.1698
 3039.40, -1.28, -2.27, -0.25, 28.15,1213.1809,  23.1624
 3039.50, -1.24, -2.12, -0.20, 28.17,1212.6682,  23.1698
 3039.60, -1.36, -2.07, -0.23, 28.17,1212.2410,  23.1539
 3039.70, -1.33, -2.04, -0.27, 28.13,1212.6682,  23.1576
 3039.80, -1.21, -1.91, -0.39, 28.17,1211.9846,  23.1502
 3039.90, -1.45, -2.07, -0.48, 28.20,1211.8992,  23.1490
 3040.00, -1.65, -2.08, -0.38, 28.29,1211.8992,  23.1539
 3040.10, -1.75, -2.04, -0.11, 28.31,1212.4119,  23.1466
 3040.20, -1.73, -1.76, -0.16, 28.26,1212.4119,  23.1576
 3040.30, -1.73, -1.78, -0.10, 28.29,1213.3518,  23.1441
 3040.40, -1.57, -1.80,  0.11, 28.21,1214.4628,  23.1307
 3040.50, -1.49, -2.00,  0.02, 28.29,1213.5227,  23.1441
 3040.60, -1.60, -2.12,  0.13, 28.31,1214.1210,  23.1368
 3040.70, -1.74, -1.90,  0.22, 28.28,1214.0355,  23.1380
 3040.80, -1.82, -1.94,  0.23, 28.26,1213.4373,  23.1417
 3040.90, -1.79, -2.10, -0.02, 28.20,1214.2919,  23.1380
 3041.00, -1.97, -1.95, -0.13, 28.11,1213.7791,  23.1380
 3041.10, -1.84, -1.91, -0.14, 28.18,1213.3518,  23.1429
 3041.20, -1.72, -2.07, -0.11, 28.13,1213.0100,  23.1454
 3041.30, -2.09, -2.20, -0.13, 28.33,1213.5227,  23.1563
 3041.40, -2.41, -2.15, -0.07, 28.31,1212.3264,  23.1649
 3041.50, -2.45, -1.90, -0.16, 28.46,1211.8137,  23.1747
 3041.60, -2.32, -2.02, -0.14, 28.68,1212.6682,  23.1649
 3041.70, -2.14, -1.84,  0.01, 28.46,1212.4119,  23.1612
 3041.80, -2.21, -1.82,  0.22, 28.63,1214.2919,  23.1502
 3041.90, -2.35, -1.79,  0.04, 28.50,1215.6591,  23.1356
 3042.00, -2.17, -2.05, -0.07, 28.43,1216.0863,  23.1380
 3042.10, -2.00, -1.93,  0.04, 28.39,1219.4189,  23.1185
 3042.20, -2.11, -2.00,  0.02, 28.29,1219.3335,  23.1185
 3042.30, -1.88, -1.98,  0.15, 28.54,1214.8046,  23.1197
 3042.40, -1.62, -2.08,  0.12, 28.54,1213.3518,  23.1307
 3042.50, -2.06, -1.90, -0.14, 28.47,1212.4119,  23.1368
 3042.60, -2.07, -1.85, -0.15, 28.21,1216.7699,  23.1246
 3042.70, -2.11, -2.02, -0.23, 28.63,1220.1025,  23.0990
 3042.80, -2.08, -2.15, -0.21, 28.51,1214.8900,  23.1148
 3042.90, -2.24, -2.04, -0.50, 28.20,1215.8300,  23.1417
 3043.00, -2.14, -1.92, -0.45, 28.25,1213.8645,  23.1319
 3043.10, -2.17, -2.05, -0.37, 28.56,1215.5736,  23.1014
 3043.20, -2.04, -2.29, -0.26, 28.54,1213.7791,  23.1356
 3043.30, -2.11, -2.02, -0.04, 28.51,1213.6082,  23.1527
 3043.40, -2.27, -2.05,  0.01, 28.42,1216.7699,  23.1161
 3043.50, -2.08, -2.17, -0.28, 28.47,1218.0518,  23.1039
 3043.60, -2.09, -2.16, -0.26, 28.40,1216.1718,  23.1100
 3043.70, -1.76, -1.74, -0.43, 28.45,1214.8900,  23.1222
 3043.80, -1.77, -1.56, -0.46, 28.42,1217.7098,  23.1136
 3043.90, -1.73, -1.64, -0.30, 28.56,1227.8787,  23.0819
 3044.00, -1.65, -1.80, -0.19, 28.53,1220.8716,  23.1014
 3044.10, -1.74, -1.77, -0.20, 28.50,1218.2227,  23.1100
 3044.20, -1.73, -1.76, -0.01, 28.42,1216.4281,  23.1161
 3044.30, -1.83, -1.76,  0.03, 28.35,1216.1718,  23.1112
 3044.40, -1.73, -1.83, -0.08, 28.32,1222.6661,  23.0868
 3044.50, -1.83, -1.89, -0.14, 28.49,1218.6499,  23.1100
 3044.60, -1.85, -1.83, -0.24, 28.51,1216.1718,  23.1136
 3044.70, -1.72, -1.78, -0.08, 28.46,1215.4027,  23.1173
 3044.80, -1.78, -1.82, -0.12, 28.56,1216.0009,  23.1234
 3044.90, -1.85, -1.87, -0.15, 28.46,1216.5990,  23.1124
 3045.00, -1.55, -1.94, -0.21, 28.40,1216.3427,  23.1100
 3045.10, -1.67, -1.87, -0.20, 28.49,1215.4027,  23.1148
 3045.20, -1.68, -1.66, -0.02, 28.56,1214.7191,  23.1148
 3045.30, -1.81, -2.08, -0.24, 28.68,1214.7191,  23.1148
 3045.40, -1.70, -1.94, -0.05, 28.56,1215.4882,  23.1136
 3045.50, -1.99, -1.90, -0.15, 28.82,1216.0863,  23.1100
 3045.60, -1.71, -1.74, -0.09, 28.90,1215.5736,  23.1148
 3045.70, -1.62, -1.86,  0.00, 28.83,1216.2572,  23.1014
 3045.80, -1.38, -1.96, -0.23, 28.78,1215.4027,  23.1026
 3045.90, -1.38, -2.03,  0.01, 28.76,1214.0355,  23.1112
 3046.00, -1.54, -2.18, -0.32, 29.04,1216.2572,  23.0831
 3046.10, -1.41, -2.20, -0.18, 29.06,1216.8553,  23.0929
 3046.20, -1.42, -2.27, -0.11, 28.88,1218.3081,  23.0514
 3046.30, -1.44, -2.28, -0.21, 29.27,1217.4535,  23.0721
 3046.40, -1.50, -2.21, -0.24, 29.22,1218.1372,  23.0489
 3046.50, -1.40, -2.20, -0.16, 29.21,1217.7953,  23.0514
 3046.60, -1.38, -2.24, -0.24, 29.13,1217.1971,  23.0538
 3046.70, -1.43, -2.15, -0.25, 29.08,1219.8462,  23.0233
 3046.80, -1.40, -2.14, -0.44, 29.11,1219.4189,  23.0306
 3046.90, -1.39, -2.26, -0.23, 28.96,1219.2480,  23.0453
 3047.00, -1.62, -2.44, -0.21, 28.99,1219.4189,  23.0355
 3047.10, -1.56, -2.35, -0.22, 29.32,1219.7607,  23.0294
 3047.20, -1.47, -2.38, -0.14, 29.36,1219.5898,  23.0343
 3047.30, -1.68, -2.28, -0.26, 29.33,1219.6753,  23.0404
 3047.40, -1.51, -2.20, -0.40, 29.29,1220.9570,  23.0233
 3047.50, -1.49, -2.06, -0.34, 29.36,1222.3243,  23.0074
 3047.60, -1.68, -1.98, -0.12, 29.32,1221.6406,  22.9989
 3047.70, -1.72, -1.92, -0.10, 29.22,1221.4697,  23.0086
 3047.80, -1.57, -1.81, -0.12, 29.25,1221.3843,  23.0062
 3047.90, -1.43, -1.81,  0.10, 29.49,1221.9824,  23.0025
 3048.00, -1.43, -1.69,  0.04, 29.28,1222.2389,  23.0086
 3048.10, -1.47, -1.74, -0.02, 29.29,1222.8370,  23.0001
 3048.20, -1.74, -2.08, -0.05, 29.46,1222.1534,  23.0099
 3048.30, -1.76, -1.97,  0.10, 29.47,1222.7516,  23.0025
 3048.40, -1.74, -1.77, -0.04, 29.42,1222.4952,  22.9891
 3048.50, -1.64, -1.64,  0.00, 29.45,1222.7516,  22.9891
 3048.60, -1.51, -1.55, -0.15, 29.46,1222.4952,  23.0184
 3048.70, -1.32, -1.65, -0.03, 29.35,1222.6661,  23.0099
 3048.80, -1.28, -1.52,  0.04, 29.42,1223.5206,  23.0001
 3048.90, -1.38, -1.61,  0.15, 29.27,1222.9225,  23.0062
 3049.00, -1.39, -1.68,  0.08, 29.18,1223.6061,  23.0135
 3049.10, -1.31, -1.59,  0.18, 29.15,1223.8624,  23.0123
 3049.20, -1.45, -1.57,  0.16, 29.50,1224.2042,  23.0160
 3049.30, -1.43, -1.67, -0.03, 29.59,1223.1788,  23.0160
 3049.40, -1.40, -1.48,  0.00, 29.64,1222.9225,  23.0025
 3049.50, -1.55, -1.40,  0.06, 29.72,1221.5552,  23.0184
 3049.60, -1.60, -1.51, -0.05, 29.82,1222.8370,  23.0160
 3049.70, -1.51, -1.57,  0.01, 29.68,1224.4606,  22.9940
 3049.80, -1.43, -1.63, -0.14, 29.81,1224.1188,  23.0001
 3049.90, -1.43, -1.67, -0.23, 29.67,1227.0242,  22.9610
 3050.00, -1.46, -1.62, -0.29, 29.66,1229.1604,  22.9415
 3050.10, -1.43, -1.72,  0.08, 29.45,1228.9895,  22.9488
 3050.20, -1.29, -1.81,  0.14, 29.54,1227.3660,  22.9745
 3050.30, -1.24, -2.12,  0.07, 29.40,1225.2296,  23.0001
 3050.40, -1.33, -1.98,  0.12, 29.50,1226.3406,  22.9903
 3050.50, -1.19, -1.83, -0.04, 29.42,1226.7678,  23.0172
 3050.60, -1.33, -1.76,  0.16, 28.96,1229.0750,  23.0099
 3050.70, -1.15, -2.21,  0.43, 28.82,1235.3984,  22.9757
 3050.80, -1.39, -2.21,  0.13, 28.90,1230.4423,  22.9903
 3050.90, -1.33, -1.73, -0.36, 28.90,1234.8857,  22.9696
 3051.00, -1.26, -1.70, -0.73, 29.07,1235.9966,  22.9696
 3051.10, -1.03, -1.67, -0.41, 28.79,1231.8094,  22.9964
 3051.20, -1.06, -1.50, -0.33, 28.76,1227.1951,  23.0367
 3051.30, -1.24, -1.55, -0.19, 28.65,1226.9387,  23.0379
 3051.40, -1.51, -1.84,  0.04, 28.65,1228.4768,  23.0160
 3051.50, -1.61, -1.80,  0.07, 29.20,1224.8878,  23.0404
 3051.60, -1.82, -1.99, -0.04, 29.53,1215.8300,  23.0794
 3051.70, -1.79, -1.76, -0.23, 30.03,1215.4882,  23.0807
 3051.80, -1.60, -1.74, -0.41, 30.00,1213.9500,  23.0868
 3051.90, -1.30, -1.91, -0.38, 29.60,1228.5623,  23.0330
 3052.00, -1.15, -1.79, -0.38, 29.17,1230.4423,  23.0208
