time.stamp,u   ,v   ,w   ,t   ,q   ,c
   37.70, -0.57, -2.76,  0.75, 30.42,1191.6471,  22.9232
   37.80, -0.34, -2.73,  0.66, 30.21,1271.2882,  22.6839
   37.90, -1.49, -2.13,  0.54, 30.20,1309.9124,  22.5521
   38.00, -1.25, -2.05,  0.66, 30.25,1323.0720,  22.5081
   38.10, -1.25, -1.77,  0.40, 30.46,1300.1709,  22.5741
   38.20, -1.26, -2.22, -0.39, 30.38,1218.8208,  22.8231
   38.30, -1.03, -2.11,  0.43, 30.46,1219.7607,  22.8267
   38.40, -1.59, -3.01,  0.23, 30.64,1298.4619,  22.5704
   38.50, -2.12, -2.91,  0.35, 30.64,1321.7047,  22.4837
   38.60, -2.11, -3.17,  0.07, 30.07,1278.2098,  22.6229
   38.70, -2.01, -3.20,  0.12, 30.30,1292.8220,  22.6033
   38.80, -1.81, -2.94,  0.33, 30.35,1276.6716,  22.6375
   38.90, -1.82, -3.27, -0.04, 29.95,1274.4500,  22.6571
   39.00, -1.78, -3.14, -0.23, 29.78,1230.7841,  22.7913
   39.10, -1.58, -3.24, -0.05, 29.86,1255.4796,  22.7144
   39.20, -1.59, -3.44,  0.15, 29.96,1233.6893,  22.7938
   39.30, -1.73, -3.69,  0.14, 29.77,1191.3907,  22.9195
   39.40, -2.18, -3.60, -0.39, 29.02,1188.0581,  22.9305
   39.50, -2.34, -3.47, -0.28, 29.07,1188.9126,  22.9281
   39.60, -2.10, -3.42, -0.13, 28.99,1178.2312,  22.9867
   39.70, -2.10, -3.41, -0.19, 28.97,1169.5150,  23.0453
   39.80, -2.23, -3.38, -0.24, 29.03,1165.0715,  23.0733
   39.90, -1.95, -3.80, -0.10, 29.40,1165.0715,  23.0636
   40.00, -1.63, -4.23,  0.26, 30.32,1168.9169,  23.0330
   40.10, -1.54, -3.78, -0.26, 30.06,1166.2679,  23.0404
   40.20, -1.51, -3.66, -0.12, 30.07,1208.3102,  22.8939
   40.30, -1.26, -3.49, -0.97, 30.02,1250.8652,  22.7584
   40.40, -1.32, -4.04, -0.21, 30.38,1262.4012,  22.7169
   40.50, -1.16, -3.74, -0.84, 30.63,1260.3503,  22.7157
   40.60, -1.05, -3.70, -0.66, 30.55,1193.0997,  22.9220
   40.70, -1.18, -3.77, -1.00, 29.61,1214.7191,  22.8328
   40.80, -1.08, -3.81, -0.92, 30.13,1225.0587,  22.8170
   40.90, -0.65, -3.78, -0.85, 30.31,1237.0220,  22.7755
   41.00, -0.88, -3.68, -1.06, 30.73,1255.5651,  22.7169
   41.10, -0.94, -3.95, -1.00, 30.17,1258.1287,  22.7205
   41.20, -0.82, -3.81, -0.99, 30.98,1244.4563,  22.7755
   41.30, -1.32, -4.02, -0.98, 30.48,1317.7739,  22.5289
   41.40, -1.49, -4.08, -1.17, 29.71,1320.0812,  22.5264
   41.50, -1.21, -4.29, -1.11, 29.61,1282.5679,  22.6534
   41.60, -1.26, -3.74, -0.70, 29.78,1180.8801,  23.0062
   41.70, -1.37, -3.62, -1.66, 29.70,1200.0214,  22.9207
   41.80, -1.03, -3.82, -1.08, 29.75,1224.3751,  22.8353
   41.90, -1.44, -3.71, -0.75, 30.09,1189.3398,  22.9427
   42.00, -1.35, -3.36, -0.28, 29.95,1180.0256,  22.9683
   42.10, -1.52, -3.25, -0.47, 30.07,1181.1365,  22.9683
   42.20, -1.71, -3.24, -0.15, 29.79,1188.1436,  22.9220
   42.30, -1.95, -3.25, -0.09, 29.92,1196.2615,  22.8975
   42.40, -2.36, -3.58, -0.20, 30.45,1203.6958,  22.8829
   42.50, -2.15, -3.08,  0.01, 30.39,1207.9684,  22.8780
   42.60, -2.09, -3.33,  0.78, 29.88,1224.3751,  22.8341
   42.70, -2.50, -3.51,  0.59, 30.18,1222.6661,  22.8438
   42.80, -2.70, -3.06,  0.42, 30.25,1267.5283,  22.6827
   42.90, -2.63, -3.05,  0.03, 29.40,1257.2740,  22.7279
   43.00, -2.54, -3.25, -0.14, 29.38,1225.5714,  22.8353
   43.10, -2.64, -3.21,  0.13, 29.46,1226.4260,  22.8304
   43.20, -1.78, -3.73,  0.16, 30.02,1209.6774,  22.9073
   43.30, -1.97, -3.40,  0.36, 29.81,1192.5870,  23.0025
   43.40, -2.38, -3.40,  0.35, 28.17,1237.1074,  22.8194
   43.50, -2.22, -3.29,  0.11, 28.15,1285.9858,  22.6326
   43.60, -2.30, -3.32,  0.04, 28.86,1290.7712,  22.6339
   43.70, -2.43, -3.22,  0.03, 28.45,1267.6992,  22.7303
   43.80, -2.41, -3.51,  0.21, 28.82,1221.4697,  22.9293
   43.90, -2.44, -3.22, -0.07, 28.25,1160.6281,  23.1722
   44.00, -2.53, -3.29, -0.19, 28.22,1158.8336,  23.1515
   44.10, -2.13, -3.32,  0.20, 28.49,1209.5919,  22.9549
   44.20, -2.04, -3.21, -0.02, 28.31,1239.6710,  22.8621
   44.30, -2.12, -3.20,  0.00, 28.35,1165.3279,  23.1270
   44.40, -2.24, -3.12, -0.12, 28.38,1224.8878,  22.9110
   44.50, -2.46, -3.16,  0.07, 28.56,1170.3696,  23.1222
   44.60, -2.37, -3.33,  0.32, 28.60,1161.8243,  23.1429
   44.70, -2.31, -3.48,  0.34, 28.85,1162.9353,  23.1283
   44.80, -2.79, -2.96,  0.42, 28.68,1167.2079,  23.0965
   44.90, -2.63, -3.14,  0.38, 29.11,1164.9006,  23.1161
   45.00, -2.44, -3.27,  0.13, 29.18,1174.9840,  23.0636
   45.10, -2.18, -3.14,  0.53, 29.25,1185.1527,  23.0294
   45.20, -2.70, -3.13,  0.65, 29.03,1190.5363,  23.0111
   45.30, -2.88, -2.76, -0.06, 28.29,1194.9797,  22.9940
   45.40, -2.95, -3.00, -0.08, 28.42,1197.2014,  22.9830
   45.50, -2.86, -3.05, -0.16, 28.08,1199.1669,  22.9708
   45.60, -2.96, -3.05,  0.01, 28.11,1166.1825,  23.1246
   45.70, -2.93, -3.07, -0.07, 28.04,1158.8336,  23.1551
   45.80, -3.05, -2.95, -0.06, 28.13,1159.0900,  23.1539
   45.90, -3.11, -3.09, -0.10, 28.26,1159.3463,  23.1551
   46.00, -3.11, -3.14, -0.15, 28.03,1170.1133,  23.1026
   46.10, -3.21, -3.14, -0.32, 28.20,1162.9353,  23.1466
   46.20, -2.83, -3.22, -0.27, 28.42,1167.2079,  23.1283
   46.30, -2.39, -3.15, -0.32, 28.50,1166.1825,  23.1356
   46.40, -2.20, -2.90, -0.24, 28.68,1158.0646,  23.1673
   46.50, -2.53, -2.93, -0.25, 28.04,1173.9585,  23.0916
   46.60, -2.49, -2.91, -0.31, 28.08,1174.9840,  23.0868
   46.70, -2.62, -2.56, -0.21, 28.76,1181.4783,  23.0721
   46.80, -2.87, -2.67, -0.30, 28.79,1162.5081,  23.1515
   46.90, -2.57, -2.76, -0.41, 28.75,1156.5264,  23.1783
   47.00, -2.68, -2.48, -0.17, 28.79,1158.3209,  23.1649
   47.10, -2.43, -2.74, -0.14, 28.72,1163.3625,  23.1051
   47.20, -2.68, -2.64, -0.01, 28.67,1162.9353,  23.1075
   47.30, -2.45, -2.38, -0.06, 28.57,1162.3372,  23.1246
   47.40, -2.61, -2.09, -0.08, 28.26,1163.1062,  23.1124
   47.50, -2.76, -2.04, -0.01, 28.54,1161.3116,  23.1454
   47.60, -2.89, -2.14, -0.41, 28.97,1159.3463,  23.1576
   47.70, -2.77, -2.39, -0.04, 28.85,1161.3971,  23.1258
   47.80, -2.42, -2.56,  0.01, 29.02,1164.0461,  23.0965
   47.90, -2.56, -2.76, -0.07, 28.95,1165.0715,  23.0855
   48.00, -2.06, -3.09, -0.29, 29.28,1163.7043,  23.0965
   48.10, -2.33, -2.93, -0.46, 29.38,1163.9607,  23.0990
   48.20, -2.38, -2.85, -0.42, 29.52,1164.2170,  23.0794
   48.30, -2.31, -2.74, -0.57, 29.45,1165.4988,  23.0636
   48.40, -1.94, -2.94, -0.47, 29.38,1166.1825,  23.0404
   48.50, -1.87, -3.04, -0.26, 29.36,1166.6097,  23.0367
   48.60, -2.08, -2.95, -0.14, 29.27,1167.2079,  23.0355
   48.70, -1.90, -2.97, -0.02, 29.29,1167.5497,  23.0330
   48.80, -1.96, -3.21, -0.26, 29.53,1167.0370,  23.0306
   48.90, -1.93, -3.02, -0.14, 29.64,1166.4388,  23.0367
   49.00, -2.13, -3.23, -0.20, 29.57,1165.6697,  23.0465
   49.10, -1.99, -2.96, -0.30, 29.36,1167.7206,  23.0367
   49.20, -2.29, -3.04, -0.10, 29.21,1168.9169,  23.0062
   49.30, -3.03, -3.23, -0.11, 29.25,1169.7714,  23.0025
   49.40, -2.54, -3.11, -0.19, 29.49,1168.3187,  23.0257
   49.50, -2.14, -3.52, -0.38, 29.45,1170.5405,  23.0318
   49.60, -1.95, -3.40, -0.42, 29.53,1169.0023,  23.0489
   49.70, -2.58, -3.02, -0.38, 29.50,1173.3604,  23.0355
   49.80, -2.45, -3.02, -0.49, 29.38,1174.9840,  23.0074
   49.90, -2.82, -3.01, -0.43, 29.50,1175.3258,  23.0160
   50.00, -2.68, -2.91, -0.84, 29.43,1171.2241,  23.0196
   50.10, -2.41, -3.10, -0.38, 29.53,1171.2241,  23.0172
   50.20, -2.43, -2.99,  0.32, 29.47,1169.9423,  23.0257
   50.30, -2.80, -2.29,  0.09, 29.72,1172.4204,  23.0318
   50.40, -2.77, -2.53,  0.39, 29.43,1180.5383,  23.0050
   50.50, -2.50, -2.72,  1.16, 29.53,1191.1344,  22.9683
   50.60, -2.88, -3.02, -0.07, 29.50,1233.0912,  22.8719
   50.70, -2.77, -2.70, -0.21, 29.53,1234.3730,  22.8585
   50.80, -2.94, -2.37,  0.03, 29.57,1213.7791,  22.9146
   50.90, -2.59, -2.79, -0.09, 29.70,1186.0928,  22.9842
   51.00, -2.18, -2.93,  0.14, 29.77,1200.7904,  22.9366
   51.10, -1.89, -2.81, -0.29, 29.86,1193.2706,  22.9574
   51.20, -2.06, -3.13, -0.06, 29.88,1207.5411,  22.9171
   51.30, -2.20, -3.47, -0.64, 29.82,1222.6661,  22.8756
   51.40, -2.52, -3.06, -0.72, 29.89,1213.8645,  22.8939
   51.50, -2.29, -3.25, -0.66, 29.95,1218.4790,  22.8780
   51.60, -1.80, -3.37, -0.51, 30.02,1213.1809,  22.8890
   51.70, -1.89, -3.45, -1.02, 29.81,1223.8624,  22.8548
   51.80, -2.70, -3.82, -1.16, 30.00,1286.9259,  22.6961
   51.90, -1.74, -3.86, -0.60, 29.84,1301.6235,  22.6522
   52.00, -1.72, -3.25, -0.42, 30.20,1299.9146,  22.6497
   52.10, -1.82, -3.77, -0.79, 30.27,1306.8362,  22.6278
   52.20, -1.73, -3.46, -0.59, 30.07,1301.7944,  22.6375
   52.30, -1.14, -3.36, -0.24, 30.10,1304.6998,  22.6253
   52.40, -1.41, -3.27,  0.25, 30.30,1322.4739,  22.5679
   52.50, -0.75, -3.11,  0.11, 30.18,1257.1886,  22.7462
   52.60, -1.96, -4.08,  0.18, 30.23,1280.5170,  22.6888
   52.70, -2.40, -3.45, -0.54, 29.42,1264.7938,  22.7205
   52.80, -2.52, -2.77, -0.86, 29.66,1280.1752,  22.6827
   52.90, -2.66, -3.19, -0.63, 29.33,1340.8459,  22.5020
   53.00, -2.98, -3.05, -0.38, 29.71,1359.7308,  22.4337
   53.10, -3.16, -3.23,  0.03, 29.42,1234.0311,  22.8280
   53.20, -2.61, -2.63,  0.03, 29.15,1181.4783,  22.9964
   53.30, -2.80, -3.06,  0.22, 29.60,1188.8271,  22.9647
   53.40, -2.87, -2.86, -0.67, 29.46,1205.3193,  22.9098
   53.50, -1.87, -3.04,  0.02, 29.81,1208.5665,  22.9000
   53.60, -2.27, -3.48,  0.34, 30.60,1202.9268,  22.9256
   53.70, -2.48, -3.19,  0.12, 30.13,1196.2615,  22.9549
   53.80, -2.79, -2.75, -0.18, 29.32,1218.9917,  22.8780
   53.90, -2.67, -2.71,  0.01, 29.29,1226.9387,  22.8487
   54.00, -2.63, -2.79, -0.19, 29.20,1331.1045,  22.5240
   54.10, -2.69, -2.75, -0.26, 29.22,1268.1265,  22.7218
   54.20, -2.80, -2.53, -0.37, 29.21,1219.7607,  22.8829
   54.30, -3.04, -2.39, -0.32, 29.46,1180.6238,  23.0025
   54.40, -2.87, -2.74, -0.38, 29.06,1164.3025,  23.0562
   54.50, -2.78, -2.80, -0.42, 29.06,1166.0970,  23.0392
   54.60, -2.76, -2.60, -0.25, 29.13,1173.8730,  23.0196
   54.70, -2.97, -2.50, -0.27, 29.22,1170.8823,  23.0367
   54.80, -2.91, -2.20, -0.49, 29.43,1165.4133,  23.0623
   54.90, -3.53, -1.85,  0.10, 29.53,1166.8661,  23.0660
   55.00, -3.13, -2.17,  0.00, 29.53,1163.9607,  23.0807
   55.10, -3.89, -1.98,  0.00, 29.17,1169.0878,  23.0465
   55.20, -3.33, -2.39, -0.04, 29.60,1182.3329,  23.0001
   55.30, -3.29, -1.90,  0.43, 29.71,1192.2452,  22.9757
   55.40, -3.34, -1.93,  0.28, 30.04,1194.7234,  22.9818
   55.50, -3.17, -1.85,  0.44, 30.06,1195.5779,  22.9854
   55.60, -2.87, -2.27, -0.18, 29.50,1224.4606,  22.8853
   55.70, -2.88, -1.95, -0.13, 29.64,1268.6392,  22.7523
   55.80, -3.29, -1.77,  0.08, 29.85,1306.7507,  22.6204
   55.90, -3.40, -1.60,  0.33, 29.89,1254.2833,  22.7816
   56.00, -2.71, -2.04,  0.52, 30.14,1246.7635,  22.8035
   56.10, -3.53, -1.78,  0.12, 30.16,1244.7126,  22.7987
   56.20, -3.29, -2.30,  0.36, 29.77,1287.6949,  22.6693
   56.30, -2.95, -2.91,  0.15, 29.77,1293.8474,  22.6461
   56.40, -3.13, -2.91,  0.13, 29.88,1294.7875,  22.6412
   56.50, -3.35, -3.07,  0.21, 29.89,1260.7776,  22.7584
   56.60, -2.50, -2.86, -0.21, 29.84,1211.6428,  22.8853
   56.70, -2.67, -2.70, -0.15, 29.56,1218.1372,  22.8609
   56.80, -3.18, -3.35, -0.39, 29.43,1245.3962,  22.7791
   56.90, -2.94, -3.04, -0.27, 29.07,1238.6456,  22.7974
   57.00, -3.04, -2.76, -0.22, 29.45,1198.4833,  22.9268
   57.10, -2.98, -2.80, -0.27, 29.21,1215.9154,  22.8768
   57.20, -2.65, -2.95, -0.08, 29.84,1223.8624,  22.8390
   57.30, -2.57, -2.63, -0.33, 29.21,1199.6796,  22.9220
   57.40, -2.72, -2.27, -0.29, 29.21,1171.9932,  23.0282
   57.50, -2.68, -2.46, -0.19, 29.46,1202.6704,  22.9134
   57.60, -2.80, -2.80, -0.58, 29.82,1176.1803,  23.0062
   57.70, -2.75, -2.47, -0.23, 29.86,1167.9769,  23.0294
   57.80, -2.87, -2.54, -0.23, 30.11,1175.3258,  23.0001
   57.90, -2.71, -2.19, -0.10, 30.07,1183.9564,  22.9745
   58.00, -2.80, -2.21,  0.39, 29.93,1209.5919,  22.8939
   58.10, -2.40, -1.85,  0.40, 30.10,1218.9917,  22.8548
   58.20, -2.99, -1.57,  0.40, 29.98,1264.1102,  22.7340
   58.30, -2.77, -2.18,  0.27, 29.92,1279.8334,  22.6790
   58.40, -2.35, -1.78,  0.43, 30.21,1267.6992,  22.7083
   58.50, -2.30, -2.34,  0.29, 29.88,1256.3341,  22.7511
   58.60, -3.39, -1.91,  0.40, 30.44,1256.6759,  22.7450
   58.70, -2.62, -1.82,  0.53, 30.74,1235.6548,  22.8023
   58.80, -3.16, -1.85,  0.82, 29.93,1190.0234,  22.9354
   58.90, -2.58, -1.95,  0.84, 29.88,1253.4287,  22.7486
   59.00, -2.73, -2.63,  0.55, 30.00,1336.3170,  22.5106
   59.10, -2.20, -2.72,  0.25, 30.31,1336.2316,  22.5032
   59.20, -2.08, -2.46,  0.40, 30.04,1337.8551,  22.5069
   59.30, -1.87, -2.70,  0.18, 29.93,1196.6887,  22.8975
   59.40, -2.63, -2.40, -0.27, 30.04,1217.2826,  22.8158
   59.50, -2.50, -2.47, -0.18, 29.84,1217.1117,  22.8243
   59.60, -2.56, -2.26, -0.10, 30.13,1182.5038,  22.9195
   59.70, -2.53, -2.26,  0.14, 30.23,1180.7947,  22.9195
   59.80, -2.79, -2.34,  0.20, 30.24,1167.8915,  22.9818
   59.90, -2.43, -2.18,  0.38, 30.07,1178.8293,  22.9403
   60.00, -2.25, -2.03,  0.57, 30.11,1214.4628,  22.8194
   60.10, -2.51, -2.45,  0.24, 29.95,1208.3956,  22.8402
   60.20, -2.11, -2.49,  0.04, 30.16,1241.6364,  22.7523
   60.30, -2.08, -2.60, -0.07, 30.23,1250.4380,  22.7315
   60.40, -1.94, -2.37, -0.21, 29.79,1172.4204,  22.9549
   60.50, -2.45, -2.22, -0.39, 29.68,1175.7531,  22.9464
   60.60, -2.40, -2.08, -0.14, 29.93,1189.6816,  22.9012
   60.70, -2.17, -1.95,  0.47, 30.06,1181.1365,  22.9464
   60.80, -2.01, -2.29,  0.48, 29.85,1163.4480,  23.0306
   60.90, -1.88, -1.82,  0.43, 30.02,1161.5680,  23.0367
   61.00, -1.82, -2.09,  0.52, 29.98,1168.7460,  22.9989
   61.10, -2.64, -2.08,  0.24, 30.32,1179.0857,  22.9500
   61.20, -2.31, -1.96, -0.01, 30.41,1192.2452,  22.9146
   61.30, -2.10, -2.27,  0.01, 30.31,1214.5482,  22.8402
   61.40, -2.57, -2.40,  0.36, 30.55,1202.2432,  22.8670
   61.50, -2.35, -2.30,  0.25, 30.46,1203.0977,  22.8499
   61.60, -2.61, -2.26,  0.11, 30.48,1212.9246,  22.8109
   61.70, -2.31, -2.60,  0.24, 30.60,1228.4768,  22.7694
   61.80, -1.96, -2.60, -0.07, 30.57,1235.6548,  22.7462
   61.90, -1.99, -2.19,  0.14, 30.67,1236.5093,  22.7486
   62.00, -2.08, -2.44, -0.15, 30.67,1238.8165,  22.7364
   62.10, -2.14, -2.68, -0.08, 30.64,1241.3800,  22.7352
   62.20, -1.90, -2.26,  0.03, 30.64,1230.3568,  22.7669
   62.30, -1.82, -2.42,  0.56, 30.71,1269.3228,  22.6522
   62.40, -2.95, -2.27,  0.50, 29.77,1294.2748,  22.5777
   62.50, -3.12, -2.38,  0.34, 29.63,1302.3927,  22.5667
   62.60, -2.73, -2.35,  0.34, 29.84,1306.7507,  22.5399
   62.70, -2.64, -2.70,  0.53, 29.99,1236.8511,  22.7450
   62.80, -2.57, -2.86,  0.45, 29.84,1182.2474,  22.9195
   62.90, -3.06, -2.75,  0.54, 29.61,1186.0072,  22.9049
   63.00, -3.47, -2.14,  0.76, 30.02,1219.5044,  22.7999
   63.10, -3.13, -2.48,  0.88, 29.96,1209.9337,  22.8292
   63.20, -2.33, -2.28,  1.00, 30.03,1233.0057,  22.7779
   63.30, -2.56, -2.31,  0.70, 30.09,1238.7311,  22.7596
   63.40, -2.35, -2.60,  0.37, 30.57,1299.3164,  22.5728
   63.50, -2.39, -2.55,  0.69, 30.34,1306.9216,  22.5448
   63.60, -2.06, -2.53,  0.69, 30.20,1241.2946,  22.7462
   63.70, -1.26, -2.54,  0.62, 30.45,1252.0615,  22.6827
   63.80, -1.24, -3.31,  0.58, 31.09,1276.4153,  22.6058
   63.90, -2.00, -3.15,  0.19, 30.83,1291.5403,  22.5789
   64.00, -1.92, -3.01,  0.05, 30.74,1311.6215,  22.5142
   64.10, -2.05, -3.22, -0.38, 29.63,1322.7302,  22.4678
   64.20, -1.59, -3.38, -0.72, 29.82,1308.8015,  22.5106
   64.30, -1.71, -2.83, -0.28, 30.53,1258.7268,  22.6729
   64.40, -1.89, -2.70,  0.61, 30.66,1204.6357,  22.8512
   64.50, -1.85, -2.61, -0.14, 30.71,1191.0490,  22.8805
   64.60, -1.89, -2.57, -0.20, 30.31,1247.1053,  22.6912
   64.70, -2.04, -2.42,  0.28, 30.90,1332.6426,  22.4215
   64.80, -1.44, -2.50, -0.43, 29.93,1310.3397,  22.5081
   64.90, -1.31, -2.25, -0.15, 30.62,1193.5270,  22.8878
   65.00, -1.30, -2.23,  0.03, 30.64,1237.9619,  22.7376
   65.10, -1.33, -2.39,  0.01, 30.77,1261.5466,  22.6668
   65.20, -1.38, -2.37,  0.28, 31.08,1239.0729,  22.7230
   65.30, -1.81, -2.26,  0.15, 30.95,1203.9521,  22.8426
   65.40, -2.02, -2.56, -0.02, 30.53,1199.9359,  22.8475
   65.50, -2.12, -2.34, -0.03, 30.53,1230.0149,  22.7401
   65.60, -2.04, -2.47, -0.31, 30.64,1242.3201,  22.6937
   65.70, -1.47, -2.44, -0.62, 31.08,1234.8003,  22.7157
   65.80, -1.58, -2.39, -0.35, 31.17,1236.6802,  22.7169
   65.90, -1.57, -2.13, -0.31, 31.05,1272.3990,  22.6192
   66.00, -1.43, -2.64, -0.29, 31.34,1303.1617,  22.5191
   66.10, -1.01, -2.56, -0.09, 31.26,1333.6680,  22.4324
   66.20, -0.98, -2.43,  0.17, 31.34,1341.4441,  22.3983
   66.30, -1.37, -2.26, -0.05, 31.24,1330.6772,  22.4312
   66.40, -1.51, -2.69,  0.23, 31.50,1345.6312,  22.3836
   66.50, -1.02, -2.69,  0.35, 31.61,1321.6193,  22.4556
   66.60, -1.54, -2.38,  0.33, 31.06,1327.0883,  22.4483
   66.70, -0.94, -2.40,  0.45, 31.47,1337.4279,  22.4093
   66.80, -0.87, -2.10,  0.43, 31.36,1324.0974,  22.4581
   66.90, -0.80, -2.18,  0.32, 31.40,1335.5480,  22.4227
   67.00, -0.97, -2.45,  0.12, 31.10,1345.8021,  22.3738
   67.10, -1.47, -2.29,  0.21, 31.31,1358.1927,  22.3360
   67.20, -1.75, -2.37,  0.24, 31.57,1346.7422,  22.3812
   67.30, -2.24, -3.06, -0.41, 30.99,1348.4512,  22.3714
   67.40, -2.18, -2.98, -0.42, 29.14,1352.6383,  22.3629
   67.50, -2.12, -2.82, -0.42, 28.93,1358.2782,  22.3458
   67.60, -2.08, -2.97, -0.44, 29.07,1309.6560,  22.4984
   67.70, -2.30, -2.96, -0.29, 29.66,1213.9500,  22.8463
   67.80, -2.02, -2.71, -0.42, 29.47,1167.5497,  23.0196
   67.90, -2.19, -2.77, -0.34, 29.10,1240.1837,  22.7450
   68.00, -1.92, -2.64, -0.19, 29.14,1227.2805,  22.7987
   68.10, -1.96, -2.66,  0.11, 29.10,1218.4790,  22.8316
   68.20, -2.01, -2.71, -0.17, 29.11,1215.5736,  22.8499
   68.30, -2.30, -2.77, -0.20, 29.14,1194.3816,  22.9183
   68.40, -2.67, -2.80, -0.50, 28.81,1190.8781,  22.9305
   68.50, -2.61, -2.74, -0.59, 28.92,1194.7234,  22.9195
   68.60, -2.85, -2.88, -0.52, 29.08,1171.1387,  22.9964
   68.70, -2.70, -2.73, -0.60, 29.21,1165.2424,  23.0306
   68.80, -2.91, -2.91, -0.57, 29.18,1163.9607,  23.0343
   68.90, -2.39, -2.98, -0.26, 29.27,1161.9098,  23.0208
   69.00, -2.43, -2.72,  0.08, 29.32,1165.7551,  23.0074
   69.10, -2.28, -2.80, -0.39, 29.32,1167.8915,  23.0050
   69.20, -1.92, -2.57, -0.49, 29.40,1169.6859,  22.9879
   69.30, -2.67, -2.82, -0.38, 29.17,1169.9423,  22.9940
   69.40, -2.72, -2.83, -0.36, 29.08,1169.5150,  22.9891
   69.50, -2.64, -3.09, -0.64, 29.15,1169.7714,  22.9964
   69.60, -2.40, -3.09, -0.70, 29.03,1166.4388,  23.0086
   69.70, -2.47, -3.09, -0.56, 28.97,1164.3025,  23.0086
   69.80, -2.55, -2.61, -0.31, 29.10,1167.3788,  22.9952
   69.90, -2.60, -2.74, -0.15, 29.39,1167.5497,  22.9964
   70.00, -2.30, -2.75,  0.10, 29.24,1162.7644,  23.0172
   70.10, -2.14, -2.98, -0.36, 29.02,1162.6790,  23.0147
   70.20, -1.72, -3.23, -0.71, 29.14,1163.8752,  23.0135
   70.30, -2.12, -3.21, -1.00, 28.67,1171.0532,  22.9842
   70.40, -2.38, -3.35, -0.84, 29.13,1175.6676,  22.9659
   70.50, -2.57, -3.06, -0.94, 28.82,1170.3696,  22.9891
   70.60, -2.59, -2.71, -0.70, 29.00,1181.2219,  22.9854
   70.70, -2.38, -2.78, -0.96, 29.18,1176.8639,  23.0111
   70.80, -2.35, -2.84, -0.97, 29.70,1175.6676,  23.0172
   70.90, -2.02, -2.93, -1.24, 29.71,1192.5870,  22.9317
   71.00, -2.30, -2.76, -0.88, 29.47,1197.7996,  22.8841
   71.10, -2.11, -3.08, -0.86, 28.92,1197.6287,  22.9085
   71.20, -2.23, -3.20, -0.94, 29.28,1204.6357,  22.8744
   71.30, -1.98, -3.10, -0.79, 29.71,1210.6174,  22.8524
   71.40, -1.99, -2.89, -0.44, 29.72,1197.2869,  22.9073
   71.50, -1.56, -2.45, -0.39, 29.85,1181.0510,  22.9867
   71.60, -2.21, -2.87, -0.27, 29.86,1189.1689,  22.9329
   71.70, -1.93, -3.48, -0.44, 30.16,1199.0814,  22.8951
   71.80, -2.12, -3.13, -0.44, 30.20,1212.4119,  22.8304
   71.90, -1.93, -2.85, -0.21, 30.18,1221.4697,  22.8084
   72.00, -2.00, -2.84, -0.26, 30.24,1218.7354,  22.8280
   72.10, -1.80, -2.57, -0.03, 30.31,1215.9154,  22.8451
   72.20, -1.70, -3.03,  0.08, 30.20,1227.0242,  22.7999
   72.30, -1.54, -2.99, -0.15, 29.93,1245.6526,  22.7425
   72.40, -1.72, -3.25, -0.06, 29.33,1249.8397,  22.7279
   72.50, -1.79, -2.99, -0.27, 29.15,1248.8998,  22.7230
   72.60, -1.58, -2.73, -0.62, 28.95,1228.3059,  22.7889
   72.70, -1.99, -2.95, -0.41, 29.07,1235.5693,  22.7706
   72.80, -1.80, -2.78, -0.08, 29.08,1203.3540,  22.9037
   72.90, -1.67, -2.81, -0.12, 29.33,1164.5588,  23.0477
   73.00, -1.62, -2.98, -0.04, 29.29,1164.3025,  23.0465
   73.10, -1.47, -2.64,  0.28, 29.53,1165.0715,  23.0343
   73.20, -1.56, -2.46, -0.01, 29.13,1191.3053,  22.9452
   73.30, -1.59, -2.67, -0.08, 28.92,1208.9083,  22.8951
   73.40, -1.64, -2.63, -0.26, 29.17,1242.5764,  22.7706
   73.50, -1.40, -2.58, -0.15, 29.27,1188.5708,  22.9659
   73.60, -1.70, -2.47, -0.09, 29.18,1172.6768,  23.0221
   73.70, -1.96, -2.44,  0.20, 29.20,1164.9006,  23.0330
   73.80, -2.35, -2.58,  0.03, 29.49,1164.1316,  23.0147
   73.90, -2.40, -2.69, -0.09, 29.52,1170.5405,  23.0001
   74.00, -2.33, -2.66, -0.05, 29.36,1167.8915,  23.0074
   74.10, -2.19, -2.92,  0.21, 29.21,1170.3696,  23.0099
   74.20, -2.43, -3.05,  0.05, 29.10,1171.4805,  23.0050
   74.30, -2.49, -2.86,  0.00, 28.95,1195.8342,  22.9232
   74.40, -2.44, -2.89, -0.17, 28.82,1187.8872,  22.9500
   74.50, -2.72, -3.02, -0.09, 29.03,1192.1598,  22.9452
   74.60, -2.63, -3.24, -0.07, 29.24,1172.2495,  23.0196
   74.70, -2.50, -3.19, -0.05, 29.18,1162.7644,  23.0343
   74.80, -2.38, -3.12,  0.15, 29.04,1164.3879,  23.0330
   74.90, -2.26, -2.99,  0.22, 28.93,1206.2594,  22.8853
   75.00, -2.27, -3.16,  0.01, 29.24,1218.6499,  22.8536
   75.10, -2.13, -3.19, -0.22, 29.49,1190.0234,  22.9476
   75.20, -1.96, -3.43, -0.29, 29.54,1168.5751,  23.0233
   75.30, -1.90, -3.44, -0.69, 29.57,1164.1316,  23.0233
